mobile_name,mobile_price,mobile_color,dual_sim,disp_size,resolution,os,num_cores,mp_speed,int_memory,ram,p_cam,f_cam,network,bluetooth,battery_power,mob_width,mob_height,mob_depth,mob_weight
"Infinix Note 5 Stylus (Bordeaux Red, 64 GB)",10999,Bordeaux Red,Dual Sim,15.06 cm (5.93 inch),1080 x 2160 pixels,Android Oreo 8.1,Octa Core,2 GHz,64 GB,4 GB,16MP Rear Camera,16MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4000 mAh,75 mm,158 mm,8.4 mm,190 g
"Infinix Hot S3X (Tradew Gray, 32 GB)",10999,Tradew Gray,Dual Sim,15.75 cm (6.2 inch),1500 x 720 pixels,Android Oreo 8.1,Octa Core,1.4 GHz,32 GB,3 GB,13MP + 2MP,16MP Front Camera,"3G, 4G, 2G",Yes,4000 mAh,75.3 mm,156.7 mm,8.3 mm,150 g
"Infinix Hot S3X (Milan Black, 32 GB)",10999,Milan Black,Dual Sim,15.75 cm (6.2 inch),1500 x 720 pixels,Android Oreo 8.1,Octa Core,1.4 GHz,32 GB,3 GB,13MP + 2MP,16MP Front Camera,"3G, 4G, 2G",Yes,4000 mAh,75.3 mm,156.7 mm,8.3 mm,150 g
"Infinix Note 5 (Ice Blue, 64 GB)",7699,Ice Blue,Dual Sim,15.21 cm (5.99 inch),1080 x 2160 pixels,Android Oreo 8.1.0,Octa Core,2 GHz,64 GB,4 GB,12MP Rear Camera,16MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4500 mAh,75.25 mm,158.25 mm,8.65 mm,175 g
"Infinix Note 5 (Berlin Gray, 64 GB)",7699,Berlin Gray,Dual Sim,15.21 cm (5.99 inch),1080 x 2160 pixels,Android Oreo 8.1.0,Octa Core,2 GHz,64 GB,4 GB,12MP Rear Camera,16MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4500 mAh,75.25 mm,158.25 mm,8.65 mm,175 g
"Infinix Hot 7 (Midnight Black, 64 GB)",9999,Midnight Black,Dual Sim,15.72 cm (6.19 inch),1500 x 720 pixels,Android Pie 9.0,Octa Core,2.39 GHz,64 GB,4 GB,13MP + 2MP,13MP + 2MP Dual Front Camera,"4G, 3G, 2G",Yes,4000 mAh,74.8 mm,153.9 mm,7.9 mm,159 g
"Infinix Hot 7 (Mocha Brown, 64 GB)",9999,Mocha Brown,Dual Sim,15.72 cm (6.19 inch),1500 x 720 pixels,Android Pie 9.0,Octa Core,2.39 GHz,64 GB,4 GB,13MP + 2MP,13MP + 2MP Dual Front Camera,"4G, 3G, 2G",Yes,4000 mAh,74.8 mm,153.9 mm,7.9 mm,159 g
"Infinix Hot 7 (Aqua Blue, 64 GB)",9999,Aqua Blue,Dual Sim,15.72 cm (6.19 inch),1500 x 720 pixels,Android Pie 9.0,Octa Core,2.39 GHz,64 GB,4 GB,13MP + 2MP,13MP + 2MP Dual Front Camera,"4G, 3G, 2G",Yes,4000 mAh,74.8 mm,153.9 mm,7.9 mm,159 g
"Infinix Note 5 (Berlin Gray, 32 GB)",7599,Berlin Gray,Dual Sim,15.21 cm (5.99 inch),1080 x 2160 pixels,Android Oreo 8.1.0,Octa Core,2 GHz,32 GB,3 GB,12MP Rear Camera,16MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4500 mAh,75.25 mm,158.25 mm,8.65 mm,175 g
"Infinix Hot S3 (Topaz Blue, 64 GB)",11999,Topaz Blue,Dual Sim,14.35 cm (5.65 inch),720 x 1440 Pixels,Android Oreo 8,Octa Core,1.4 GHz,64 GB,4 GB,13MP Rear Camera,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,72.85 mm,153 mm,8.4 mm,150 g
"Infinix Hot S3 (Sandstone Black, 64 GB)",11999,Sandstone Black,Dual Sim,14.35 cm (5.65 inch),1440 x 720 Pixels,Android Oreo 8,Octa Core,1.4 GHz,64 GB,4 GB,13MP Rear Camera,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,72.85 mm,153 mm,8.4 mm,150 g
"Infinix Hot S3 (Blush Gold, 64 GB)",11999,Blush Gold,Dual Sim,14.35 cm (5.65 inch),720*1440 Pixels,Android Oreo 8,Octa Core,1.4 GHz,64 GB,4 GB,13MP Rear Camera,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,72.85 mm,153 mm,8.4 mm,150 g
"Infinix S5 Lite (Violet, 64 GB)",8499,Violet,Dual Sim,16.76 cm (6.6 inch),720 x 1600 Pixels,Android Pie 9,Octa Core,2 GHz,64 GB,4 GB,16MP + 2MP + Low Light Sensor,16MP Front Camera,"4G, 3G, 2G",Yes,4000 mAh,76 mm,164 mm,7.9 mm,178 g
"Infinix S5 Lite (Quetzal Cyan, 64 GB)",8499,Quetzal Cyan,Dual Sim,16.76 cm (6.6 inch),720 x 1600 Pixels,Android Pie 9,Octa Core,2 GHz,64 GB,4 GB,16MP + 2MP + Low Light Sensor,16MP Front Camera,"4G, 3G, 2G",Yes,4000 mAh,76 mm,164 mm,7.9 mm,178 g
"Infinix S5 Lite (Midnight Black, 64 GB)",8499,Midnight Black,Dual Sim,16.76 cm (6.6 inch),720 x 1600 Pixels,Android Pie 9,Octa Core,2 GHz,64 GB,4 GB,16MP + 2MP + Low Light Sensor,16MP Front Camera,"4G, 3G, 2G",Yes,4000 mAh,76 mm,164 mm,7.9 mm,178 g
"Infinix Note 5 (Milan Black, 32 GB)",7599,Milan Black,Dual Sim,15.21 cm (5.99 inch),1080 x 2160 pixels,Android Oreo 8.1.0,Octa Core,2 GHz,32 GB,3 GB,12MP Rear Camera,16MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4500 mAh,75.25 mm,158.25 mm,8.65 mm,175 g
"Infinix Zero 5 Pro (Bronze Gold Black, 128 GB)",19999,Bronze Gold Black,Dual Sim,15.19 cm (5.98 inch),1080 x 1920 Pixels,Android Nougat 7,Octa Core,2.6 GHz,128 GB,6 GB,12MP + 13MP,16MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4350 mAh,82.38 mm,166.38 mm,7.95 mm,197 g
"Infinix S4 (Nebula Blue, 32 GB)",9599,Nebula Blue,Dual Sim,15.77 cm (6.21 inch),720 x 1520 pixels,Android Pie 9.0,Octa Core,2 GHz,32 GB,3 GB,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor,32MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4000 mAh,75 mm,156 mm,7.9 mm,155 g
"Infinix S4 (Twilight Purple, 32 GB)",9599,Twilight Purple,Dual Sim,15.77 cm (6.21 inch),720 x 1520 pixels,Android Pie 9.0,Octa Core,2 GHz,32 GB,3 GB,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor,32MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4000 mAh,75 mm,156 mm,7.9 mm,155 g
"Infinix S4 (Space Gray, 32 GB)",9599,Space Gray,Dual Sim,15.77 cm (6.21 inch),720 x 1520 pixels,Android Pie 9.0,Octa Core,2 GHz,32 GB,3 GB,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor,32MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4000 mAh,75 mm,156 mm,7.9 mm,155 g
"Infinix S5 (Quetzal Cyan, 64 GB)",9599,Quetzal Cyan,Dual Sim,16.76 cm (6.6 inch),720 x 1600 Pixels,Android Pie 9,Octa Core,2 GHz,64 GB,4 GB,16MP + 5MP + 2MP + Low Light Sensor,32MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4000 mAh,76 mm,164 mm,7.9 mm,178 g
"Infinix S5 (Violet, 64 GB)",9599,Violet,Dual Sim,16.76 cm (6.6 inch),720 x 1600 Pixels,Android Pie 9,Octa Core,2 GHz,64 GB,4 GB,16MP + 5MP + 2MP + Low Light Sensor,32MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4000 mAh,76 mm,164 mm,7.9 mm,178 g
"Infinix Hot S3 (Blush Gold, 32 GB)",9999,Blush Gold,Dual Sim,14.35 cm (5.65 inch),720*1440 Pixels,Android Oreo 8,Octa Core,1.4 GHz,32 GB,3 GB,13MP Rear Camera,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,72.85 mm,153 mm,8.4 mm,150 g
"Infinix Hot S3 (Sandstone Black, 32 GB)",9999,Sandstone Black,Dual Sim,14.35 cm (5.65 inch),720*1440 Pixels,Android Oreo 8,Octa Core,1.4 GHz,32 GB,3 GB,13MP Rear Camera,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,72.85 mm,153 mm,8.4 mm,150 g
"Infinix Hot S3 (Topaz Blue, 32 GB)",9999,Topaz Blue,Dual Sim,14.35 cm (5.65 inch),720 x 1440 Pixels,Android Oreo 8,Octa Core,1.4 GHz,32 GB,3 GB,13MP Rear Camera,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,72.85 mm,153 mm,8.4 mm,150 g
"Infinix Hot S3 (Bordeaux Red, 32 GB)",9999,Bordeaux Red,Dual Sim,14.35 cm (5.65 inch),720 x 1440 Pixels,Android Oreo 8,Octa Core,1.4 GHz,32 GB,3 GB,13MP Rear Camera,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,72.85 mm,153 mm,8.4 mm,150 g
"Infinix Note 5 (Milan Black, 64 GB)",7699,Milan Black,Dual Sim,15.21 cm (5.99 inch),1080 x 2160 pixels,Android Oreo 8.1.0,Octa Core,2 GHz,64 GB,4 GB,12MP Rear Camera,16MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4500 mAh,75.25 mm,158.25 mm,8.65 mm,175 g
"Infinix Zero 5 (Sandstone Black, 64 GB)",17999,Sandstone Black,Dual Sim,15.19 cm (5.98 inch),1080 x 1920 Pixels,Android Nougat 7,Octa Core,2.6 GHz,64 GB,6 GB,12MP + 13MP,16MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4350 mAh,82.38 mm,166.38 mm,7.95 mm,197 g
"Infinix Zero 5 (Bordeaux Red, 64 GB)",17999,Bordeaux Red,Dual Sim,15.19 cm (5.98 inch),1080 x 1920 Pixels,Android Nougat 7,Octa Core,2.6 GHz,64 GB,6 GB,12MP + 13MP,16MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4350 mAh,82.38 mm,166.38 mm,7.95 mm,197 g
"POCO F1 (Steel Blue, 128 GB)",18999,Steel Blue,Dual Sim,15.7 cm (6.18 inch),2160 x 1080 pixels,Android Oreo 8.1,Octa Core,2.8 GHz,128 GB,6 GB,12MP + 5MP,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,75.3 mm,155.5 mm,8.8 mm,180 g
"POCO F1 (Steel Blue, 256 GB)",22999,Steel Blue,Dual Sim,15.7 cm (6.18 inch),2160 x 1080 pixels,Android Oreo 8.1,Octa Core,2.8 GHz,256 GB,8 GB,12MP + 5MP,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,75.3 mm,155.5 mm,8.8 mm,180 g
"POCO F1 (Graphite Black, 256 GB)",22999,Graphite Black,Dual Sim,15.7 cm (6.18 inch),2160 x 1080 pixels,Android Oreo 8.1,Octa Core,2.8 GHz,256 GB,8 GB,12MP + 5MP,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,75.3 mm,155.5 mm,8.8 mm,180 g
"POCO F1 (Armoured Edition, 256 GB)",22999,Armoured Edition,Dual Sim,15.7 cm (6.18 inch),2160 x 1080 pixels,Android Oreo 8.1,Octa Core,2.8 GHz,256 GB,8 GB,12MP + 5MP,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,75.3 mm,155.5 mm,8.8 mm,180 g
"POCO F1 (Rosso Red, 64 GB)",19999,Rosso Red,Dual Sim,15.7 cm (6.18 inch),2160 x 1080 pixels,Android Oreo 8.1,Octa Core,2.8 GHz,64 GB,6 GB,12MP + 5MP,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,75.3 mm,155.5 mm,8.8 mm,180 g
"POCO X2 (Matrix Purple, 256 GB)",21499,Matrix Purple,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,256 GB,8 GB,64MP + 8MP + 2MP + 2MP,20MP + 2MP Dual Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,76.6 mm,165.3 mm,8.79 mm,208 g
"POCO X2 (Matrix Purple, 64 GB)",17499,Matrix Purple,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,64 GB,6 GB,64MP + 8MP + 2MP + 2MP,20MP + 2MP Dual Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,76.6 mm,165.3 mm,8.79 mm,208 g
"POCO X2 (Atlantis Blue, 64 GB)",17499,Atlantis Blue,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,64 GB,6 GB,64MP + 8MP + 2MP + 2MP,20MP + 2MP Dual Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,76.6 mm,165.3 mm,8.79 mm,208 g
"POCO X2 (Phoenix Red, 128 GB)",18499,Phoenix Red,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,128 GB,6 GB,64MP + 8MP + 2MP + 2MP,20MP + 2MP Dual Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,76.6 mm,165.3 mm,8.79 mm,208 g
"POCO X2 (Atlantis Blue, 128 GB)",18499,Atlantis Blue,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,128 GB,6 GB,64MP + 8MP + 2MP + 2MP,20MP + 2MP Dual Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,76.6 mm,165.3 mm,8.79 mm,208 g
"POCO X2 (Atlantis Blue, 256 GB)",21499,Atlantis Blue,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,256 GB,8 GB,64MP + 8MP + 2MP + 2MP,20MP + 2MP Dual Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,76.6 mm,165.3 mm,8.79 mm,208 g
"POCO X2 (Phoenix Red, 256 GB)",21499,Phoenix Red,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,256 GB,8 GB,64MP + 8MP + 2MP + 2MP,20MP + 2MP Dual Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,76.6 mm,165.3 mm,8.79 mm,208 g
"POCO X2 (Phoenix Red, 64 GB)",17499,Phoenix Red,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,64 GB,6 GB,64MP + 8MP + 2MP + 2MP,20MP + 2MP Dual Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,76.6 mm,165.3 mm,8.79 mm,208 g
"POCO X2 Special Edition (Matrix Purple, 128 GB)",18499,Matrix Purple,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,128 GB,6 GB,64MP + 8MP + 2MP + 2MP,20MP + 2MP Dual Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,76.6 mm,165.3 mm,8.79 mm,208 g
"POCO F1 (Rosso Red, 128 GB)",18999,Rosso Red,Dual Sim,15.7 cm (6.18 inch),2160 x 1080 pixels,Android Oreo 8.1,Octa Core,2.8 GHz,128 GB,6 GB,12MP + 5MP,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,75.3 mm,155.5 mm,8.8 mm,180 g
"POCO F1 (Graphite Black, 128 GB)",18999,Graphite Black,Dual Sim,15.7 cm (6.18 inch),2160 x 1080 pixels,Android Oreo 8.1,Octa Core,2.8 GHz,128 GB,6 GB,12MP + 5MP,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,75.3 mm,155.5 mm,8.8 mm,180 g
"POCO F1 (Rosso Red, 256 GB)",22999,Rosso Red,Dual Sim,15.7 cm (6.18 inch),2160 x 1080 pixels,Android Oreo 8.1,Octa Core,2.8 GHz,256 GB,8 GB,12MP + 5MP,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,75.3 mm,155.5 mm,8.8 mm,180 g
"POCO F1 (Armoured Edition, 128 GB)",18999,Armoured Edition,Dual Sim,15.7 cm (6.18 inch),2160 x 1080 pixels,Android Oreo 8.1,Octa Core,2.8 GHz,128 GB,6 GB,12MP + 5MP,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,75.3 mm,155.5 mm,8.8 mm,180 g
"POCO X2 Special Edition (Atlantis Blue, 128 GB)",18499,Atlantis Blue,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,128 GB,6 GB,64MP + 8MP + 2MP + 2MP,20MP + 2MP Dual Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,76.6 mm,165.3 mm,8.79 mm,208 g
"POCO X2 Special Edition (Phoenix Red, 128 GB)",18499,Phoenix Red,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.2 GHz,128 GB,6 GB,64MP + 8MP + 2MP + 2MP,20MP + 2MP Dual Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4500 mAh,76.6 mm,165.3 mm,8.79 mm,208 g
"POCO F1 (Steel Blue, 64 GB)",19999,Steel Blue,Dual Sim,15.7 cm (6.18 inch),2160 x 1080 pixels,Android Oreo 8.1,Octa Core,2.8 GHz,64 GB,6 GB,12MP + 5MP,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,75.3 mm,155.5 mm,8.8 mm,180 g
"POCO F1 (Graphite Black, 64 GB)",19999,Graphite Black,Dual Sim,15.7 cm (6.18 inch),2160 x 1080 pixels,Android Oreo 8.1,Octa Core,2.8 GHz,64 GB,6 GB,12MP + 5MP,20MP Front Camera,"3G, 4G VOLTE, 2G",Yes,4000 mAh,75.3 mm,155.5 mm,8.8 mm,180 g
"POCO M2 Pro (Green and Greener, 64 GB)",14999,Green and Greener,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.3 GHz,64 GB,6 GB,48MP + 8MP + 5MP + 2MP,16MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,76.68 mm,165.75 mm,8.8 mm,209 g
"POCO M2 Pro (Green and Greener, 128 GB)",16999,Green and Greener,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.3 GHz,128 GB,6 GB,48MP + 8MP + 5MP + 2MP,16MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,76.68 mm,165.75 mm,8.8 mm,209 g
"POCO M2 Pro (Green and Greener, 64 GB)",13999,Green and Greener,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.3 GHz,64 GB,4 GB,48MP + 8MP + 5MP + 2MP,16MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,76.68 mm,165.75 mm,8.8 mm,209 g
"POCO M2 Pro (Out of the Blue, 128 GB)",16999,Out of the Blue,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.3 GHz,128 GB,6 GB,48MP + 8MP + 5MP + 2MP,16MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,76.68 mm,165.75 mm,8.8 mm,209 g
"POCO M2 Pro (Two Shades of Black, 128 GB)",16999,Two Shades of Black,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.3 GHz,128 GB,6 GB,48MP + 8MP + 5MP + 2MP,16MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,76.68 mm,165.75 mm,8.8 mm,209 g
"POCO M2 Pro (Two Shades of Black, 64 GB)",14999,Two Shades of Black,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.3 GHz,64 GB,6 GB,48MP + 8MP + 5MP + 2MP,16MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,76.68 mm,165.75 mm,8.8 mm,209 g
"POCO M2 Pro (Out of the Blue, 64 GB)",14999,Out of the Blue,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.3 GHz,64 GB,6 GB,48MP + 8MP + 5MP + 2MP,16MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,76.68 mm,165.75 mm,8.8 mm,209 g
"POCO M2 Pro (Two Shades of Black, 64 GB)",13999,Two Shades of Black,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.3 GHz,64 GB,4 GB,48MP + 8MP + 5MP + 2MP,16MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,76.68 mm,165.75 mm,8.8 mm,209 g
"POCO M2 Pro (Out of the Blue, 64 GB)",13999,Out of the Blue,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 10,Octa Core,2.3 GHz,64 GB,4 GB,48MP + 8MP + 5MP + 2MP,16MP Front Camera,"4G, 3G, 2G",Yes,5000 mAh,76.68 mm,165.75 mm,8.8 mm,209 g
"OPPO A31 (Fantasy White, 64 GB)",12490,Fantasy White,Dual Sim,16.51 cm (6.5 inch),1600 x 720 Pixels,Android Pie 9,Octa Core,2.3 GHz,64 GB,4 GB,12MP + 2MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4230 mAh,75.5 mm,163.9 mm,8.3 mm,180 g
"OPPO A31 (Fantasy White, 128 GB)",14990,Fantasy White,Dual Sim,16.51 cm (6.5 inch),1600 x 720 Pixels,Android Pie 9,Octa Core,2.3 GHz,128 GB,6 GB,12MP + 2MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4230 mAh,75.5 mm,163.9 mm,8.3 mm,180 g
"OPPO A31 (Mystery Black, 128 GB)",14990,Mystery Black,Dual Sim,16.51 cm (6.5 inch),1600 x 720 Pixels,Android Pie 9,Octa Core,2.3 GHz,128 GB,6 GB,12MP + 2MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4230 mAh,75.5 mm,163.9 mm,8.3 mm,180 g
"OPPO A31 (Mystery Black, 64 GB)",12490,Mystery Black,Dual Sim,16.51 cm (6.5 inch),1600 x 720 Pixels,Android Pie 9,Octa Core,2.3 GHz,64 GB,4 GB,12MP + 2MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4230 mAh,75.5 mm,163.9 mm,8.3 mm,180 g
"OPPO A9 2020 (Marine Green, 128 GB)",16990,Marine Green,Dual Sim,16.51 cm (6.5 inch),1600 x 720 Pixels,Android Pie 9,Octa Core,1.8 GHz,128 GB,4 GB,48MP + 8MP + 2MP + 2MP,16MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,5000 mAh,75.6 mm,163.6 mm,9.1 mm,195 g
"OPPO A12 (Black, 32 GB)",9990,Black,Dual Sim,15.8 cm (6.22 inch),1520 x 720 Pixels,Android Pie 9.0,Octa Core,1.8 GHz,32 GB,3 GB,13MP + 2MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4230 mAh,75.5 mm,155.9 mm,8.3 mm,165 g
"OPPO A12 (Blue, 32 GB)",9990,Blue,Dual Sim,15.8 cm (6.22 inch),1520 x 720 Pixels,Android Pie 9.0,Octa Core,1.8 GHz,32 GB,3 GB,13MP + 2MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4230 mAh,75.5 mm,155.9 mm,8.3 mm,165 g
"OPPO A5s (Blue, 32 GB)",8990,Blue,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2.3 GHz,32 GB,2 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4230 mAh,75.4 mm,155.9 mm,8.2 mm,170 g
"OPPO F15 (Unicorn White, 128 GB)",18990,Unicorn White,Dual Sim,16.26 cm (6.4 inch),2400 x 1080 Pixels,Android Pie 9,Octa Core,2.1 GHz,128 GB,8 GB,48MP + 8MP + 2MP + 2MP,16MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4000 mAh,73.3 mm,160.2 mm,7.9 mm,172 g
"OPPO F15 (Blazing Blue, 128 GB)",18990,Blazing Blue,Dual Sim,16.26 cm (6.4 inch),2400 x 1080 Pixels,Android Pie 9,Octa Core,2.1 GHz,128 GB,8 GB,48MP + 8MP + 2MP + 2MP,16MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4000 mAh,73.3 mm,160.2 mm,7.9 mm,172 g
"OPPO A52 (Twilight Black, 128 GB)",16990,Twilight Black,Dual Sim,16.51 cm (6.5 inch),2400 x 1080 Pixels,Android 10,Octa Core,2 GHz,128 GB,6 GB,12MP + 8MP + 2MP + 2MP,16MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,5000 mAh,75.5 mm,162 mm,8.9 mm,192 g
"OPPO A52 (Stream White, 128 GB)",16990,Stream White,Dual Sim,16.51 cm (6.5 inch),2400 x 1080 Pixels,Android 10,Octa Core,2 GHz,128 GB,6 GB,12MP + 8MP + 2MP + 2MP,16MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,5000 mAh,75.5 mm,162 mm,8.9 mm,192 g
"OPPO A11K (Deep Blue, 32 GB)",8990,Deep Blue,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Pie 9,Octa Core,1.8 GHz,32 GB,2 GB,13MP + 2MP,5MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4230 mAh,75.5 mm,155.9 mm,8.3 mm,165 g
"OPPO A11K (Flowing Silver, 32 GB)",8990,Flowing Silver,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Android Pie 9,Octa Core,1.8 GHz,32 GB,2 GB,13MP + 2MP,5MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4230 mAh,75.5 mm,155.9 mm,8.3 mm,165 g
"OPPO A5s (Green, 64 GB)",11990,Green,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2.3 GHz,64 GB,4 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4230 mAh,75.4 mm,155.9 mm,8.2 mm,170 g
"OPPO A9 2020 (Space Purple, 128 GB)",15990,Space Purple,Dual Sim,16.51 cm (6.5 inch),1600 x 720 Pixels,Android Pie 9,Octa Core,1.8 GHz,128 GB,8 GB,48MP + 8MP + 2MP + 2MP,16MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,5000 mAh,75.6 mm,163.6 mm,9.1 mm,195 g
"OPPO F15 (Lightening Black, 128 GB)",18990,Lightening Black,Dual Sim,16.26 cm (6.4 inch),2400 x 1080 Pixels,Android Pie 9,Octa Core,2.1 GHz,128 GB,8 GB,48MP + 8MP + 2MP + 2MP,16MP Front Camera,"4G VOLTE, 4G, 3G, 2G",Yes,4000 mAh,73.3 mm,160.2 mm,7.9 mm,172 g
"OPPO A5s (Gold, 64 GB)",15899,Gold,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,Android Oreo 8.1,Octa Core,2.3 GHz,64 GB,4 GB,13MP + 2MP,8MP Front Camera,"3G, 4G VOLTE, 4G, 2G",Yes,4230 mAh,75.4 mm,155.9 mm,8.2 mm,170 g
